DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,GADM Admin Units,Entry Date,Last Update
2016-0276-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),DFO:4378,,IND,India,Southern Asia,Asia,"Bhopal, Hoshangabad, Rewa, Sagar, Shajapur, Jabalpur, Satna, Harda, Panna, Vidisha, Raisen, Mandla, Tikamgarh, Seoni, Damoh, Sehore, Agar-Malwa districts (Madhya Pradesh province)",Monsoonal rains,,No,No,No,,,Km2,,,,2016,7,9.0,2016,8,22.0,184.0,,100000.0,,100000.0,,,,,160000.0,214622.0,74.54960298643441,"[{""adm2_code"":17716,""adm2_name"":""Bhopal""},{""adm2_code"":17720,""adm2_name"":""Damoh""},{""adm2_code"":17728,""adm2_name"":""Hoshangabad""},{""adm2_code"":17730,""adm2_name"":""Jabalpur""},{""adm2_code"":17732,""adm2_name"":""Mandla""},{""adm2_code"":17736,""adm2_name"":""Panna""},{""adm2_code"":17739,""adm2_name"":""Raisen""},{""adm2_code"":17743,""adm2_name"":""Rewa""},{""adm2_code"":17744,""adm2_name"":""Sagar""},{""adm2_code"":17745,""adm2_name"":""Satna""},{""adm2_code"":17746,""adm2_name"":""Sehore""},{""adm2_code"":17747,""adm2_name"":""Seoni""},{""adm2_code"":17749,""adm2_name"":""Shajapur""},{""adm2_code"":17753,""adm2_name"":""Tikamgarh""},{""adm2_code"":17755,""adm2_name"":""Vidisha""},{""adm2_code"":70173,""adm2_name"":""Harda""}]","[{""gid_2"":""IND.19.13_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Damoh""},{""gid_2"":""IND.19.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Agar Malwa""},{""gid_2"":""IND.19.21_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Harda""},{""gid_2"":""IND.19.22_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Hoshangabad""},{""gid_2"":""IND.19.24_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Jabalpur""},{""gid_2"":""IND.19.27_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Mandla""},{""gid_2"":""IND.19.32_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Panna""},{""gid_2"":""IND.19.33_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Raisen""},{""gid_2"":""IND.19.36_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Rewa""},{""gid_2"":""IND.19.37_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Sagar""},{""gid_2"":""IND.19.38_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Satna""},{""gid_2"":""IND.19.39_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Sehore""},{""gid_2"":""IND.19.40_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Seoni""},{""gid_2"":""IND.19.42_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Shajapur""},{""gid_2"":""IND.19.47_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Tikamgarh""},{""gid_2"":""IND.19.50_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Vidisha""},{""gid_2"":""IND.19.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Bhopal""}]",2016-08-05,2025-12-20
2016-0304-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),DFO:4383,,IND,India,Southern Asia,Asia,"Maharashtra (Nashik, Raigad (Mahad), Thane (Bhiwandi), Ratnagiri, Pune, Satara, Kolhapur), Gujarat (Valsad, Chhota Udepur (Vadodara), Navsari and Surat)",Monsoonal rains,,No,No,No,,,Km2,,,Savitri,2016,8,1.0,2016,8,3.0,37.0,,3000.0,,3000.0,,,,,,,74.54960298643441,"[{""adm2_code"":17649,""adm2_name"":""Surat""},{""adm2_code"":17652,""adm2_name"":""Vadodara""},{""adm2_code"":17653,""adm2_name"":""Valsad""},{""adm2_code"":70127,""adm2_name"":""Navsari""},{""adm2_code"":17769,""adm2_name"":""Kolhapur""},{""adm2_code"":17773,""adm2_name"":""Nashik""},{""adm2_code"":17776,""adm2_name"":""Pune""},{""adm2_code"":17777,""adm2_name"":""Raigarh""},{""adm2_code"":17778,""adm2_name"":""Ratnagiri""},{""adm2_code"":17781,""adm2_name"":""Satara""},{""adm2_code"":17783,""adm2_name"":""Thane""}]","[{""gid_2"":""IND.11.22_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Navsari""},{""gid_2"":""IND.11.28_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Surat""},{""gid_2"":""IND.11.30_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Tapi""},{""gid_2"":""IND.11.32_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Vadodara""},{""gid_2"":""IND.11.33_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Valsad""},{""gid_2"":""IND.11.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Chhota Udaipur""},{""gid_2"":""IND.20.15_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kolhapur""},{""gid_2"":""IND.20.22_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Nashik""},{""gid_2"":""IND.20.24_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Palghar""},{""gid_2"":""IND.20.26_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Pune""},{""gid_2"":""IND.20.27_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Raigarh""},{""gid_2"":""IND.20.28_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Ratnagiri""},{""gid_2"":""IND.20.30_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Satara""},{""gid_2"":""IND.20.33_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Thane""}]",2016-08-23,2025-12-20
2016-0391-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),DFO:4405,,IND,India,Southern Asia,Asia,"Andhra Pradesh province, Telangana",Monsoonal rains,,No,No,No,,137435.4,Km2,17.654,80.34,,2016,9,21.0,2016,9,29.0,28.0,,3000.0,,3000.0,,,44000.0,59021.0,589000.0,790078.0,74.54960298643441,"[{""adm1_code"":1485,""adm1_name"":""Andhra Pradesh""}]","[{""gid_1"":""IND.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Andhra Pradesh""},{""gid_1"":""IND.32_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Telangana""}]",2016-11-17,2025-12-20
2016-0554-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,"Jorhat, Golaghat (Assam State)",,,No,No,No,,,Km2,,,,2016,7,17.0,2016,7,19.0,34.0,,,,,,,,,,,74.54960298643441,"[{""adm2_code"":17582,""adm2_name"":""Golaghat""},{""adm2_code"":70089,""adm2_name"":""Jorhat""}]","[{""gid_2"":""IND.4.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Golaghat""},{""gid_2"":""IND.4.14_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Jorhat""}]",2017-04-26,2025-12-20
2017-0342-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2017-000084,,IND,India,Southern Asia,Asia,"Araria, Jogbani (Bihar); Uttar Pradesh, West Bengal",Monsoonal rain,,No,No,No,,,Km2,,,,2017,8,11.0,2017,8,31.0,514.0,,17200000.0,,17200000.0,,,,,1567000.0,2058116.0,76.13760370577658,"[{""adm1_code"":1511,""adm1_name"":""West Bengal""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""},{""adm2_code"":70094,""adm2_name"":""Araria""}]","[{""gid_1"":""IND.34_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Uttar Pradesh""},{""gid_1"":""IND.36_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""West Bengal""},{""gid_2"":""IND.5.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Araria""}]",2017-08-18,2025-12-20
2017-0495-IND,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,DFO:4532,,IND,India,Southern Asia,Asia,Chenai (Tamil Nadu),Heavy rains,,No,No,No,,50536.26,Km2,10.489,79.004,,2017,10,30.0,2017,11,8.0,21.0,,4000.0,,4000.0,,,,,,,76.13760370577658,"[{""adm2_code"":70242,""adm2_name"":""Chennai""}]","[{""gid_2"":""IND.31.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Chennai""}]",2017-11-28,2025-12-20
2018-0267-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,"Uttar Pradesh, Rajasthan",Monsoonal rain,,No,No,No,,,Km2,,,,2018,7,26.0,2018,7,28.0,33.0,45.0,1500.0,,1545.0,,,,,,,77.99726518795474,"[{""adm1_code"":1506,""adm1_name"":""Rajasthan""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""}]","[{""gid_1"":""IND.29_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Rajasthan""},{""gid_1"":""IND.34_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Uttar Pradesh""}]",2018-08-08,2025-12-20
2018-0345-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,"Biswanath, Udalguri, Golaghat, Sivassagar/Charaideo, Barpeta, Lakhimpu, Dhemaji, Darrang (Assam, West Bengal)",,,No,No,No,,,Km2,,,,2018,8,2.0,2018,8,6.0,3.0,,25000.0,,25000.0,,,,,,,77.99726518795474,"[{""adm2_code"":17576,""adm2_name"":""Barpeta""},{""adm2_code"":17578,""adm2_name"":""Darrang""},{""adm2_code"":17582,""adm2_name"":""Golaghat""},{""adm2_code"":17592,""adm2_name"":""Sibsagar""},{""adm2_code"":17593,""adm2_name"":""Sonitpur""},{""adm2_code"":70087,""adm2_name"":""Dhemaji""},{""adm2_code"":70091,""adm2_name"":""Lakhimpur""}]","[{""gid_2"":""IND.4.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Golaghat""},{""gid_2"":""IND.4.20_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Lakhimpur""},{""gid_2"":""IND.4.24_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Sivasagar""},{""gid_2"":""IND.4.25_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Sonitpur""},{""gid_2"":""IND.4.27_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Udalguri""},{""gid_2"":""IND.4.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Barpeta""},{""gid_2"":""IND.4.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Darrang""},{""gid_2"":""IND.4.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Dhemaji""}]",2018-09-19,2025-12-20
2018-0370-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,Uttar Pradesh,,,No,No,No,,,Km2,,,,2018,9,1.0,2018,10,6.0,46.0,,,3050.0,3050.0,,,,,,,77.99726518795474,"[{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""}]","[{""gid_1"":""IND.34_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Uttar Pradesh""}]",2018-10-11,2025-12-20
2021-0435-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,"Pune, Raigada, Satara and Ratnagiri (Maharasthra); Goa, Karnataka, Jharkhand, Bengale, Himachal Pradesh, Uttarakand states",Monsoon rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2021,6,1.0,2021,9,30.0,1282.0,,375000.0,,375000.0,,,,,3100000.0,3683154.0,84.16698295725244,"[{""adm1_code"":1490,""adm1_name"":""Goa""},{""adm1_code"":1493,""adm1_name"":""Himachal Pradesh""},{""adm1_code"":1494,""adm1_name"":""Karnataka""},{""adm1_code"":1511,""adm1_name"":""West Bengal""},{""adm1_code"":70078,""adm1_name"":""Jharkhand""},{""adm1_code"":70082,""adm1_name"":""Uttarakhand""},{""adm2_code"":17776,""adm2_name"":""Pune""},{""adm2_code"":17777,""adm2_name"":""Raigarh""},{""adm2_code"":17778,""adm2_name"":""Ratnagiri""},{""adm2_code"":17781,""adm2_name"":""Satara""}]","[{""gid_1"":""IND.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Goa""},{""gid_1"":""IND.13_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Himachal Pradesh""},{""gid_1"":""IND.15_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Jharkhand""},{""gid_1"":""IND.16_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Karnataka""},{""gid_1"":""IND.35_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Uttarakhand""},{""gid_1"":""IND.36_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""West Bengal""},{""gid_2"":""IND.20.26_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Pune""},{""gid_2"":""IND.20.27_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Raigarh""},{""gid_2"":""IND.20.28_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Ratnagiri""},{""gid_2"":""IND.20.30_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Satara""}]",2021-07-26,2025-12-20
2022-0293-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,"Itanagar distrci (Arunchal Pradesh); Dima Hasao, Cachar, Udalguri District (Assam); East Khasi Hills, Ri-Bhoi Districts (Meghalaya); Nagaland; Bihar; Himachal Pradesh; Madhya Pradesh; Gujarat; Maharasthra",Heavy rains,"Lightening|Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,Kopili river,2022,5,17.0,2022,10,31.0,2035.0,1260.0,1300000.0,,1301260.0,,,,,4200000.0,4620325.0,90.9026974595266,,"[{""gid_1"":""IND.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Gujarat""},{""gid_1"":""IND.13_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Himachal Pradesh""},{""gid_1"":""IND.19_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Madhya Pradesh""},{""gid_1"":""IND.20_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Maharashtra""},{""gid_1"":""IND.24_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Nagaland""},{""gid_1"":""IND.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Arunachal Pradesh""},{""gid_1"":""IND.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Bihar""},{""gid_2"":""IND.22.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""East Khasi Hills""},{""gid_2"":""IND.22.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Ri Bhoi""},{""gid_2"":""IND.4.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Dima Hasao""},{""gid_2"":""IND.4.27_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Udalguri""},{""gid_2"":""IND.4.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Cachar""},{""gid_2"":""Z07.3.12_1"",""name_2"":""Papum Pare""}]",2022-05-16,2026-02-10
2023-0846-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,"Thoothukudi, Tirunelveli, Kanniyakumari and Tenkasi Districts (Tamil Nadu state)",Heavy rains,,No,No,No,,,Km2,,,,2023,12,18.0,2023,12,20.0,10.0,,,,,,,,,,,94.6446220103845,,"[{""gid_2"":""IND.31.25_1"",""name_2"":""Thoothukkudi""},{""gid_2"":""IND.31.27_1"",""name_2"":""Tirunelveli""},{""gid_2"":""IND.31.9_1"",""name_2"":""Kanniyakumari""}]",2023-12-21,2026-01-16
2025-0402-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,"Assam, Arunachal Pradesh, Mizoram, Manipur, Sikkim, Meghalaya Nagaland, Tripura, Meghalaya states",Monsoonal rain,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2025,5,31.0,2025,6,1.0,50.0,,1441247.0,,1441247.0,,,,,,,100.0,,,2025-06-02,2026-02-27
2025-0690-IND,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,IND,India,Southern Asia,Asia,Kishtwar (Jammu and Kashmir state),Heavy rain,Lightening,No,No,No,,,Km2,,,,2025,8,14.0,2025,8,15.0,98.0,50.0,,,50.0,,,,,,,100.0,,,2025-08-19,2026-02-25
2015-0253-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2015-000068,,IND,India,Southern Asia,Asia,"Mirik, Kalimpong, Darjeeling villages (Darjiling district, West Bengal province),",,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2015,6,23.0,2015,6,30.0,40.0,,,1000.0,1000.0,,,,,,,73.62080293658643,"[{""adm2_code"":17948,""adm2_name"":""Darjiling""}]","[{""gid_2"":""IND.36.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Darjiling""}]",2015-07-15,2025-12-20
2015-0504-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),DFO:4309|GLIDE:TC-2015-000163,,IND,India,Southern Asia,Asia,"Chittoor, Cuddapah, Prakasam, Nellore districts (Andhra Pradesh province), Chennai, Cuddalore, Nagapattinam, Kancheepuram, Thiruvallur, Villupuram districts (Tamil Nadu province), Puducherry province",Tropical depression 'Rovan',,No,No,Yes,,93202.05,Km2,11.828,78.855,,2015,11,8.0,2015,12,4.0,325.0,1000.0,1800000.0,,1801000.0,,,755000.0,1025525.0,2200000.0,2988286.0,73.62080293658643,"[{""adm1_code"":70080,""adm1_name"":""Puducherry""},{""adm2_code"":17549,""adm2_name"":""Chittoor""},{""adm2_code"":17550,""adm2_name"":""Cuddapah""},{""adm2_code"":17561,""adm2_name"":""Nellore""},{""adm2_code"":17563,""adm2_name"":""Prakasam""},{""adm2_code"":70242,""adm2_name"":""Chennai""},{""adm2_code"":70243,""adm2_name"":""Cuddalore""},{""adm2_code"":70244,""adm2_name"":""Kancheepuram""},{""adm2_code"":70247,""adm2_name"":""Nagapattinam""},{""adm2_code"":70251,""adm2_name"":""Thiruvallur""},{""adm2_code"":70255,""adm2_name"":""Villupuram""}]","[{""gid_1"":""IND.27_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Puducherry""},{""gid_2"":""IND.2.13_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Y.S.R.""},{""gid_2"":""IND.2.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Chittoor""},{""gid_2"":""IND.2.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Nellore""},{""gid_2"":""IND.2.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Prakasam""},{""gid_2"":""IND.31.13_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Nagappattinam""},{""gid_2"":""IND.31.23_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Thiruvallur""},{""gid_2"":""IND.31.24_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Thiruvarur""},{""gid_2"":""IND.31.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Chennai""},{""gid_2"":""IND.31.31_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Viluppuram""},{""gid_2"":""IND.31.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Cuddalore""},{""gid_2"":""IND.31.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kancheepuram""}]",2015-11-16,2025-12-20
2016-0267-IND,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,IND,India,Southern Asia,Asia,"Lakhimpur, Golaghat, Jorhat, Barpeta, Bongaigaon, Goalpara, Dhubri, Marigaon, Darrang, Nalbari districts (Assam province)",Monsoonal rain,,No,No,No,,,Km2,,,"Brahmaputra, Barak Rivers",2016,7,28.0,2016,7,30.0,50.0,,,2000000.0,2000000.0,,,,,150000.0,201208.0,74.54960298643441,"[{""adm2_code"":17576,""adm2_name"":""Barpeta""},{""adm2_code"":17578,""adm2_name"":""Darrang""},{""adm2_code"":17579,""adm2_name"":""Dhuburi""},{""adm2_code"":17581,""adm2_name"":""Goalpara""},{""adm2_code"":17582,""adm2_name"":""Golaghat""},{""adm2_code"":17590,""adm2_name"":""Nalbari""},{""adm2_code"":70086,""adm2_name"":""Bongaigaon""},{""adm2_code"":70089,""adm2_name"":""Jorhat""},{""adm2_code"":70091,""adm2_name"":""Lakhimpur""},{""adm2_code"":70092,""adm2_name"":""Marigaon""}]","[{""gid_1"":""IND.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""parent2_1"",""name_1"":""Assam""}]",2016-08-04,2025-12-20
2017-0364-IND,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,IND,India,Southern Asia,Asia,"Mumbai (Dadar, Khar, Bandra, Lalbaug, Kalina, Sion, Byculla, Matunga, Wadala, Parel, Khar-Danda, Pali Hill, Carter Road, Bandra, Ghatkopar, Bhandup, Mulund, and Santacruz), Thane (Maharashtra)",Torrential rains,,No,No,No,,,Km2,,,,2017,8,29.0,2017,8,29.0,14.0,12.0,,,12.0,,,78000.0,102446.0,300000.0,394023.0,76.13760370577658,"[{""adm2_code"":17783,""adm2_name"":""Thane""},{""adm2_code"":70183,""adm2_name"":""Mumbai Suburban""},{""adm2_code"":70184,""adm2_name"":""Mumbai city""}]","[{""gid_2"":""IND.20.17_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Mumbai City""},{""gid_2"":""IND.20.18_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Mumbai Suburban""},{""gid_2"":""IND.20.24_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Palghar""},{""gid_2"":""IND.20.33_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Thane""}]",2017-08-29,2025-12-20
2018-0205-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,"Assam, Maharashtra, Gujarat",Monsoonal rain,,No,No,No,,,Km2,,,,2018,6,22.0,2018,7,3.0,52.0,,,,,,,,,,,77.99726518795474,"[{""adm1_code"":1487,""adm1_name"":""Assam""},{""adm1_code"":1491,""adm1_name"":""Gujarat""},{""adm1_code"":1498,""adm1_name"":""Maharashtra""}]","[{""gid_1"":""IND.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Gujarat""},{""gid_1"":""IND.20_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Maharashtra""},{""gid_1"":""IND.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Assam""}]",2018-07-19,2025-12-20
2018-0213-IND,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,IND,India,Southern Asia,Asia,Tripura state,Heavy rains,,No,No,No,,,Km2,,,,2018,5,17.0,2018,5,20.0,15.0,24.0,11704.0,,11728.0,,,,,10000.0,12821.0,77.99726518795474,"[{""adm1_code"":1509,""adm1_name"":""Tripura""}]","[{""gid_1"":""IND.33_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Tripura""}]",2018-07-20,2025-12-20
