event_district_id,event_id,source_record_id,state,district,start_date,candidate_article_count,heuristic_pass_count,final_article_count,count_source,collection_status,query_collection_status,missing_text_count,weak_text_count
E166::district_missing,E166,2023-0428-IND,Gujarat,district_missing,2023-06-25,0,0,,heuristic,missing,missing,0,0
E167::district_missing,E167,2023-0428-IND,Himachal Pradesh,district_missing,2023-06-25,0,0,,heuristic,missing,missing,0,0
E168::district_missing,E168,2023-0428-IND,Karnataka,district_missing,2023-06-25,0,0,,heuristic,missing,missing,0,0
E169::district_missing,E169,2023-0428-IND,Madhya Pradesh,district_missing,2023-06-25,0,0,,heuristic,missing,missing,0,0
E170::district_missing,E170,2023-0428-IND,Maharashtra,district_missing,2023-06-25,0,0,,heuristic,missing,missing,0,0
E171::district_missing,E171,2023-0428-IND,Punjab,district_missing,2023-06-25,0,0,,heuristic,missing,missing,0,0
E172::district_missing,E172,2023-0428-IND,Uttarakhand,district_missing,2023-06-25,0,0,,heuristic,missing,missing,0,0
E173::district_missing,E173,2023-0359-IND,Delhi,district_missing,2023-06-26,0,0,,heuristic,missing,missing,0,0
E174::district_missing,E174,2023-0359-IND,Haryana,district_missing,2023-06-26,0,0,,heuristic,missing,missing,0,0
E175::hamirpur,E175,2023-0359-IND,Himachal Pradesh,Hamirpur,2023-06-26,0,0,,heuristic,incomplete,incomplete,0,0
E175::mandi,E175,2023-0359-IND,Himachal Pradesh,Mandi,2023-06-26,4,4,,heuristic,incomplete,incomplete,0,0
E175::solan,E175,2023-0359-IND,Himachal Pradesh,Solan,2023-06-26,0,0,,heuristic,incomplete,incomplete,0,0
E175::solan%20and%20hamirpur,E175,2023-0359-IND,Himachal Pradesh,Solan and Hamirpur,2023-06-26,0,0,,heuristic,missing,missing,0,0
E176::district_missing,E176,2023-0359-IND,Punjab,district_missing,2023-06-26,0,0,,heuristic,missing,missing,0,0
E177::district_missing,E177,2023-0359-IND,Uttarakhand,district_missing,2023-06-26,0,0,,heuristic,missing,missing,0,0
E178::district_missing,E178,2023-0486-IND,Telangana,district_missing,2023-07-27,0,0,,heuristic,missing,missing,0,0
E179::kanniyakumari,E179,2023-0846-IND,Tamil Nadu,Kanniyakumari,2023-12-18,0,0,,heuristic,incomplete,incomplete,0,0
E179::kanniyakumari%20and%20tenkasi,E179,2023-0846-IND,Tamil Nadu,Kanniyakumari and Tenkasi,2023-12-18,0,0,,heuristic,missing,missing,0,0
E179::thoothukkudi,E179,2023-0846-IND,Tamil Nadu,Thoothukkudi,2023-12-18,0,0,,heuristic,incomplete,incomplete,0,0
E179::thoothukudi,E179,2023-0846-IND,Tamil Nadu,Thoothukudi,2023-12-18,0,0,,heuristic,missing,missing,0,0
E179::tirunelveli,E179,2023-0846-IND,Tamil Nadu,Tirunelveli,2023-12-18,15,15,,heuristic,incomplete,incomplete,0,0
E180::district_missing,E180,2024-0399-IND,Assam,district_missing,2024-05-01,0,0,,heuristic,missing,missing,0,0
E181::district_missing,E181,2024-0399-IND,Meghalaya,district_missing,2024-05-01,0,0,,heuristic,missing,missing,0,0
E182::district_missing,E182,2024-0481-IND,Assam,district_missing,2024-07-09,0,0,,heuristic,missing,missing,0,0
E183::auraiya,E183,2024-0481-IND,Uttar Pradesh,Auraiya,2024-07-09,0,0,,heuristic,missing,missing,0,0
E183::chandauli,E183,2024-0481-IND,Uttar Pradesh,Chandauli,2024-07-09,0,0,,heuristic,missing,missing,0,0
E183::deoria,E183,2024-0481-IND,Uttar Pradesh,Deoria,2024-07-09,0,0,,heuristic,missing,missing,0,0
E183::hathras,E183,2024-0481-IND,Uttar Pradesh,Hathras,2024-07-09,0,0,,heuristic,missing,missing,0,0
E183::mainpuri,E183,2024-0481-IND,Uttar Pradesh,Mainpuri,2024-07-09,0,0,,heuristic,missing,missing,0,0
E183::pratapgarh,E183,2024-0481-IND,Uttar Pradesh,Pratapgarh,2024-07-09,0,0,,heuristic,missing,missing,0,0
E183::prayagraj,E183,2024-0481-IND,Uttar Pradesh,Prayagraj,2024-07-09,0,0,,heuristic,missing,missing,0,0
E183::sultanpur,E183,2024-0481-IND,Uttar Pradesh,Sultanpur,2024-07-09,0,0,,heuristic,missing,missing,0,0
E183::varanasi%20and%20siddharthnagar,E183,2024-0481-IND,Uttar Pradesh,Varanasi and Siddharthnagar,2024-07-09,0,0,,heuristic,missing,missing,0,0
E184::kullu,E184,2024-0561-IND,Himachal Pradesh,Kullu,2024-07-31,0,0,,heuristic,missing,missing,0,0
E184::mandi,E184,2024-0561-IND,Himachal Pradesh,Mandi,2024-07-31,0,0,,heuristic,missing,missing,0,0
E184::shimla,E184,2024-0561-IND,Himachal Pradesh,Shimla,2024-07-31,0,0,,heuristic,missing,missing,0,0
E185::district_missing,E185,2024-0624-IND,Tripura,district_missing,2024-08-19,0,0,,heuristic,missing,missing,0,0
E186::district_missing,E186,2024-0647-IND,Gujarat,district_missing,2024-08-26,0,0,,heuristic,missing,missing,0,0
E187::district_missing,E187,2024-0647-IND,Maharashtra,district_missing,2024-08-26,0,0,,heuristic,missing,missing,0,0
E188::district_missing,E188,2024-0647-IND,Tripura,district_missing,2024-08-26,0,0,,heuristic,missing,missing,0,0
E189::district_missing,E189,2024-0719-IND,Meghalaya,district_missing,2024-10-04,0,0,,heuristic,missing,missing,0,0
E190::district_missing,E190,2025-0402-IND,Arunachal Pradesh,district_missing,2025-05-31,0,0,,heuristic,missing,missing,0,0
E191::district_missing,E191,2025-0402-IND,Assam,district_missing,2025-05-31,0,0,,heuristic,missing,missing,0,0
E192::district_missing,E192,2025-0402-IND,Manipur,district_missing,2025-05-31,0,0,,heuristic,missing,missing,0,0
E193::district_missing,E193,2025-0402-IND,Meghalaya,district_missing,2025-05-31,0,0,,heuristic,missing,missing,0,0
E194::district_missing,E194,2025-0402-IND,Mizoram,district_missing,2025-05-31,0,0,,heuristic,missing,missing,0,0
E195::district_missing,E195,2025-0402-IND,Nagaland,district_missing,2025-05-31,0,0,,heuristic,missing,missing,0,0
E196::district_missing,E196,2025-0402-IND,Sikkim,district_missing,2025-05-31,0,0,,heuristic,missing,missing,0,0
E197::district_missing,E197,2025-0402-IND,Tripura,district_missing,2025-05-31,0,0,,heuristic,missing,missing,0,0
E198::district_missing,E198,2025-0469-IND,Himachal Pradesh,district_missing,2025-06-20,0,0,,heuristic,missing,missing,0,0
E199::district_missing,E199,2025-0469-IND,Uttarakhand,district_missing,2025-06-20,0,0,,heuristic,missing,missing,0,0
E200::kishtwar,E200,2025-0690-IND,Jammu and Kashmir,Kishtwar,2025-08-14,0,0,,heuristic,missing,missing,0,0
E201::district_missing,E201,2025-0751-IND,Punjab,district_missing,2025-08-15,0,0,,heuristic,missing,missing,0,0
E202::and%20udham%20singh%20nagar,E202,2025-0803-IND,Uttarakhand,and Udham Singh Nagar,2025-09-15,0,0,,heuristic,missing,missing,0,0
E202::bageshwar,E202,2025-0803-IND,Uttarakhand,Bageshwar,2025-09-15,0,0,,heuristic,missing,missing,0,0
E202::champawat,E202,2025-0803-IND,Uttarakhand,Champawat,2025-09-15,0,0,,heuristic,missing,missing,0,0
E202::dehradun,E202,2025-0803-IND,Uttarakhand,Dehradun,2025-09-15,0,0,,heuristic,missing,missing,0,0
E202::haridwar,E202,2025-0803-IND,Uttarakhand,Haridwar,2025-09-15,0,0,,heuristic,missing,missing,0,0
E202::nainital,E202,2025-0803-IND,Uttarakhand,Nainital,2025-09-15,0,0,,heuristic,missing,missing,0,0
E202::pauri%20garhwal,E202,2025-0803-IND,Uttarakhand,Pauri Garhwal,2025-09-15,0,0,,heuristic,missing,missing,0,0
E202::pithoragarh,E202,2025-0803-IND,Uttarakhand,Pithoragarh,2025-09-15,0,0,,heuristic,missing,missing,0,0
E203::district_missing,E203,2025-0859-IND,Bihar,district_missing,2025-10-03,0,0,,heuristic,missing,missing,0,0
E204::darjeeling,E204,2025-0859-IND,West Bengal,Darjeeling,2025-10-03,0,0,,heuristic,missing,missing,0,0
