event_id,state,income_group,onset_year,monsoon_flag,n_articles_0_14,MSS_entropy,MSS,PSS,population_exposed,affected_area_km2,total_deaths,deaths_missing,severity_proxy,observed,expected,log_ratio,pearson_resid,deviance_resid,under_flag,over_flag,severity_tier,rank_undercovered
E123,Rajasthan,Low,2018,1,1024.0,0.0875,0.3784,0.9239,56754.0,233.85,33.0,0,population_exposed,1024.0,6065.9155073908505,-1.778563215980195,-0.831119384811936,-1.5128441553136953,True,False,low,17
E153,Uttarakhand,Low,2015,1,233.0,0.0692,0.3124,0.4,893.0,4.01,0.0,1,population_exposed,233.0,1308.8642869483974,-1.7241149441625594,-0.8216692452315376,-1.4762910591360037,True,False,low,18
E155,Uttarakhand,Low,2019,1,2580.0,0.2447,0.4814,0.6704,7809.0,35.06,1900.0,0,population_exposed,2580.0,12079.497638475776,-1.5435678184095891,-0.7863824092445465,-1.3524695102582986,True,False,low,19
E57,Haryana,High,2018,1,746.0,0.0801,0.3626,0.3785,1496.0,2.13,25.0,0,population_exposed,746.0,3248.9742057838416,-1.4708528624205426,-0.7702705351405167,-1.3008808448914166,True,False,low,20
E61,Himachal Pradesh,Low,2018,1,1187.0,0.1092,0.3932,0.4966,1440.0,10.61,504.0,0,population_exposed,1187.0,5143.72474435768,-1.466024419637006,-0.7691586117786507,-1.2974539712801079,True,False,low,21
E71,Jharkhand,Low,2022,1,399.0,0.1043,0.3475,0.278,428.0,0.84,63.0,0,population_exposed,399.0,1712.5386136796576,-1.455810274416365,-0.766788710506951,-1.290035949020984,True,False,low,22
E137,Tripura,Low,2021,1,299.0,0.1134,0.3399,0.0796,12.0,0.03,59.0,0,population_exposed,299.0,1194.1921229708828,-1.3835293759345486,-0.74930786280273,-1.2376204889594924,True,False,low,23
E04,Telangana,High,2020,0,887.0,0.0881,0.3728,0.3206,553.0,1.61,152.0,0,population_exposed,887.0,3073.954045818723,-1.242474097052665,-0.7113308711554881,-1.1327005958992824,True,False,low,24
E32,Assam,Low,2025,0,1044.0,0.0845,0.378,0.9546,111771.0,240.24,50.0,0,population_exposed,1044.0,3485.6119395425853,-1.2052487557389306,-0.7003825485237469,-1.1043346061132238,True,False,low,25
E40,Chhattisgarh,Low,2021,1,756.0,0.126,0.3816,0.4463,1350.0,5.89,59.0,0,population_exposed,756.0,2512.358011399217,-1.2004735010870764,-0.6989483839517991,-1.1006540273463152,True,False,low,26
E110,Nagaland,Low,2022,0,777.0,0.3056,0.4548,0.2658,186.0,1.35,2035.0,0,population_exposed,777.0,2580.44077128902,-1.1998256074317573,-0.6987532705875689,-1.1001590345206236,True,False,low,27
E109,Nagaland,Low,2018,1,937.0,0.1043,0.3816,0.1718,58.0,0.42,504.0,0,population_exposed,937.0,3083.1763830788673,-1.1906610371818598,-0.695979780196097,-1.09313219424743,True,False,low,28
E160,Uttarakhand,Low,2025,1,694.0,0.0643,0.2383,0.5167,2354.0,10.57,140.0,0,population_exposed,694.0,2203.42244212456,-1.154801817860581,-0.6848800357574624,-1.0654029732076988,True,False,low,29
E52,Gujarat,High,2021,1,979.0,0.0866,0.3762,0.8197,34779.0,92.74,7.0,0,population_exposed,979.0,3081.0165077590336,-1.146134890056423,-0.6821370354943154,-1.0586890196485679,True,False,low,30
E152,Uttarakhand,Low,2015,1,1098.0,0.0957,0.3846,0.7074,10375.0,46.58,25.0,0,population_exposed,1098.0,3232.076607324758,-1.0793339176355812,-0.6601782083114257,-1.0062360115420204,True,False,low,31
E165,West Bengal,Middle,2019,1,5704.0,0.2982,0.5426,0.789,58517.0,51.83,1900.0,0,population_exposed,5704.0,16677.67935573702,-1.0728459025841621,-0.6579662639791432,-1.0011299154837656,True,False,low,32
E154,Uttarakhand,Low,2017,1,845.0,0.0906,0.3718,0.4011,902.0,4.05,0.0,1,population_exposed,845.0,2410.412682111781,-1.047832492725394,-0.6493029496221263,-0.9811503542628124,True,False,low,33
E132,Tamil Nadu,Middle,2019,0,1909.0,0.1075,0.4128,0.4794,3321.0,5.58,27.0,0,population_exposed,1909.0,5433.856624228919,-1.0458997094758764,-0.6486244615292601,-0.9796405406154544,True,False,low,34
E139,Tripura,Low,2025,0,613.0,0.0755,0.3528,0.4146,1481.0,3.67,50.0,0,population_exposed,613.0,1744.0987705544983,-1.0450996131330683,-0.6483432386282151,-0.978941093656238,True,False,low,35
E114,Odisha,Low,2019,1,2241.0,0.2387,0.4726,0.2103,139.0,0.46,1900.0,0,population_exposed,2241.0,6343.317603307633,-1.0403354482509575,-0.6466638659205327,-0.9751913670114721,True,False,low,36
E15,Andhra Pradesh,Middle,2020,0,2363.0,0.1512,0.4399,0.9224,69110.0,210.19,152.0,0,population_exposed,2363.0,6659.013198213759,-1.0359028172683964,-0.6450941806789363,-0.971640073793316,True,False,low,37
E27,Assam,Low,2018,1,2444.0,0.2101,0.465,0.8678,58067.0,124.81,52.0,0,population_exposed,2444.0,6527.456928349463,-0.9822534166177932,-0.625533683072248,-0.9282970068963934,True,False,low,38
E157,Uttarakhand,Low,2022,1,911.0,0.1173,0.3856,0.5549,3187.0,14.31,63.0,0,population_exposed,911.0,2361.3161668654197,-0.9520945701708649,-0.6140681987498012,-0.9036103829604966,True,False,low,39
E113,Odisha,Low,2018,1,1470.0,0.1451,0.4166,0.2414,211.0,0.7,504.0,0,population_exposed,1470.0,3784.1436968451653,-0.945349267870554,-0.61145616401605,-0.8980904076060588,True,False,low,40
E51,Gujarat,High,2021,1,1362.0,0.1397,0.4112,0.6546,9859.0,26.29,59.0,0,population_exposed,1362.0,3454.1380091697943,-0.9303964311419488,-0.6056026783498619,-0.8857652758113551,True,False,low,41
E39,Chhattisgarh,Low,2020,1,2464.0,0.2392,0.4771,0.543,2959.0,12.91,1922.0,0,population_exposed,2464.0,5981.093753933821,-0.8866980993264443,-0.5879860637322942,-0.8494723990214359,True,False,low,42
E14,Andhra Pradesh,Middle,2017,1,2017.0,0.1129,0.4174,0.9182,66920.0,203.53,0.0,1,population_exposed,2017.0,4803.750920263452,-0.8676420132203634,-0.580059406056789,-0.8334925714775797,True,False,low,43
E117,Punjab,Middle,2018,1,1241.0,0.09,0.3874,0.3202,768.0,1.24,25.0,0,population_exposed,1241.0,2920.1903610573336,-0.8554996873897504,-0.5749292729049589,-0.8232524803939681,True,False,low,44
E115,Odisha,Low,2020,1,2108.0,0.2329,0.4676,0.3789,896.0,2.97,1922.0,0,population_exposed,2108.0,4940.091675040117,-0.8515083020985545,-0.5732292558907274,-0.8199004541830237,True,False,mid,45
E38,Bihar,Low,2025,0,1407.0,0.0982,0.396,0.8406,99948.0,71.82,32.0,0,population_exposed,1407.0,3197.661969774436,-0.8207611793065444,-0.5599034722386275,-0.7938091301202026,True,False,mid,46
E41,Chhattisgarh,Low,2023,1,4896.0,0.2778,0.5261,0.7346,13015.0,56.79,1529.0,0,population_exposed,4896.0,10965.302261686093,-0.8062608806951078,-0.5534754433062329,-0.7814549516867851,True,False,mid,47
E74,Karnataka,High,2020,0,1805.0,0.1412,0.4239,0.4819,2431.0,6.79,152.0,0,population_exposed,1805.0,3895.7958511595093,-0.769188758317765,-0.5366111682080638,-0.7495523571201674,True,False,mid,48
E35,Bihar,Low,2021,1,2089.0,0.1531,0.4351,0.7516,50725.0,36.45,59.0,0,population_exposed,2089.0,4490.284721702308,-0.7651026545581309,-0.5347138385372662,-0.7460205766913308,True,False,mid,49
E161,Uttarakhand,Low,2025,1,811.0,0.0832,0.3672,0.485,1822.0,8.18,33.0,0,population_exposed,811.0,1691.7689341099228,-0.7349410850905932,-0.5204663128899154,-0.7197580886088261,True,False,mid,50
E62,Himachal Pradesh,Low,2019,1,3765.0,0.2652,0.5076,0.3218,323.0,2.38,1900.0,0,population_exposed,3765.0,7255.768508175968,-0.6559850625545613,-0.48106936954302265,-0.6500398277633176,True,False,mid,51
E45,Goa,High,2017,1,2234.0,0.1557,0.4392,0.2934,469.0,1.09,75.0,0,population_exposed,2234.0,4283.8815209126515,-0.6509587163979319,-0.47845448050463363,-0.6455352969002947,True,False,mid,52
E26,Assam,Low,2017,1,3739.0,0.2175,0.4881,0.6212,8807.0,18.93,75.0,0,population_exposed,3739.0,6850.031678319838,-0.605374353885453,-0.4541299613943614,-0.6044563172366176,True,False,mid,53
E79,Kerala,Middle,2021,1,1885.0,0.1494,0.4291,0.5221,6339.0,6.82,59.0,0,population_exposed,1885.0,3218.2661257243703,-0.5348050576348697,-0.4142165319669886,-0.5397212104686068,True,False,mid,54
E166,West Bengal,Middle,2020,1,4901.0,0.2812,0.5276,0.6634,22275.0,19.73,1922.0,0,population_exposed,4901.0,8263.666866414069,-0.5223876428606912,-0.40689726223155465,-0.5282017234834874,True,False,mid,55
E37,Bihar,Low,2023,1,6031.0,0.297,0.5452,0.4968,6666.0,4.79,1529.0,0,population_exposed,6031.0,9851.107096319773,-0.49063886283882147,-0.3877648655585247,-0.4985180027015557,True,False,mid,56
E55,Gujarat,High,2024,1,2588.0,0.1146,0.4293,0.869,50496.0,134.65,25.0,0,population_exposed,2588.0,4137.091273785181,-0.4690352432293901,-0.37439446832523693,-0.4781451415087286,True,False,mid,57
E124,Rajasthan,Low,2019,1,5997.0,0.3031,0.5474,0.4764,1798.0,7.41,1900.0,0,population_exposed,5997.0,9548.261003291365,-0.4650686924689904,-0.3719080419895124,-0.47439945036665637,True,False,mid,58
E46,Goa,High,2021,1,2405.0,0.3125,0.5055,0.3058,538.0,1.25,1282.0,0,population_exposed,2405.0,3506.7239438197853,-0.377067043197985,-0.3141299137618495,-0.3899170970103929,True,False,mid,59
E50,Gujarat,High,2020,1,4680.0,0.2775,0.5236,0.5983,6368.0,16.98,1922.0,0,population_exposed,4680.0,6762.080733200743,-0.36799964063777474,-0.3078825704319854,-0.38108759407407294,True,False,mid,60
E158,Uttarakhand,Low,2023,1,6896.0,0.3115,0.5588,0.6498,6667.0,29.93,1529.0,0,population_exposed,6896.0,9851.343740441891,-0.3566445829049885,-0.29997874734008495,-0.3699891256603319,True,False,mid,61
E29,Assam,Low,2022,0,4831.0,0.4204,0.5827,0.9126,81446.0,175.06,2035.0,0,population_exposed,4831.0,6829.2897716445805,-0.34613691451186857,-0.29258437577330176,-0.359679822740758,True,False,mid,62
E49,Gujarat,High,2018,1,2206.0,0.1248,0.4261,0.3009,473.0,1.26,52.0,0,population_exposed,2206.0,3021.992861471186,-0.3146743919804232,-0.2699734656243943,-0.3286057179788243,True,False,mid,63
E16,Andhra Pradesh,Middle,2021,0,2968.0,0.1855,0.4641,0.7896,25294.0,76.93,62.0,0,population_exposed,2968.0,4047.6032352684088,-0.31019165971507867,-0.2666936045745303,-0.32415745084955316,True,False,mid,64
E147,Uttar Pradesh,Low,2019,1,11080.0,0.3877,0.6201,0.712,29902.0,29.86,1900.0,0,population_exposed,11080.0,14977.366672939042,-0.3013867496064889,-0.26020839684413394,-0.31540214542678396,True,False,mid,65
E119,Punjab,Middle,2023,1,10934.0,0.3786,0.6155,0.8868,81509.0,131.62,1529.0,0,population_exposed,10934.0,14710.575417864582,-0.296677711539417,-0.2567164746813662,-0.31070594593753414,True,False,mid,66
E164,West Bengal,Middle,2018,1,2080.0,0.1343,0.4274,0.1042,23.0,0.02,504.0,0,population_exposed,2080.0,2669.5082437571987,-0.24947331051604532,-0.2207889265780615,-0.2632315090945619,True,False,mid,67
E59,Himachal Pradesh,Low,2015,1,1247.0,0.0986,0.391,0.2095,96.0,0.71,25.0,0,population_exposed,1247.0,1529.2019753991322,-0.20393138046646467,-0.18448168010011826,-0.21674967286747554,True,False,mid,68
E85,Madhya Pradesh,Low,2020,1,5817.0,0.2967,0.5431,0.6464,7745.0,26.83,1922.0,0,population_exposed,5817.0,6977.428645275289,-0.18188150084806887,-0.16629987310633246,-0.194013986637149,True,False,mid,69
E156,Uttarakhand,Low,2021,1,3801.0,0.3707,0.5505,0.5305,2628.0,11.8,1282.0,0,population_exposed,3801.0,4519.887696850943,-0.17320203811902646,-0.15903231082355726,-0.18501360833291453,True,False,mid,70
E17,Andhra Pradesh,Middle,2024,1,2226.0,0.1166,0.4233,0.92,67867.0,206.41,0.0,1,population_exposed,2226.0,2601.3574032866145,-0.15579473007515424,-0.14426517369604686,-0.16688663852229624,True,False,mid,71
E163,West Bengal,Middle,2017,1,9104.0,0.3752,0.6016,0.7099,31928.0,28.28,284.0,0,population_exposed,9104.0,10360.017363320198,-0.12923337733910903,-0.12123114326602935,-0.13903834292669173,True,False,mid,72
E63,Himachal Pradesh,Low,2021,1,2771.0,0.3156,0.5132,0.3052,275.0,2.03,1282.0,0,population_exposed,2771.0,3150.2482135765945,-0.12825126287403565,-0.12036766908817785,-0.13800051522740403,True,False,mid,73
E07,Uttar Pradesh,Low,2021,1,2157.0,0.1357,0.4295,0.7922,55287.0,55.21,0.0,1,population_exposed,2157.0,2394.4634155921717,-0.10441781144390423,-0.0991511683314965,-0.11279270842765328,True,False,mid,74
E168,West Bengal,Middle,2025,0,2070.0,0.1104,0.4176,0.5766,11234.0,9.95,32.0,0,population_exposed,2070.0,2253.2156966340376,-0.08479015084326458,-0.08129494834535397,-0.09188596988771908,True,False,mid,75
E77,Kerala,Middle,2019,1,12776.0,0.4546,0.6575,0.655,18310.0,19.7,1900.0,0,population_exposed,12776.0,13845.856196479008,-0.08041456148534064,-0.0772662628344484,-0.08721036859706531,True,False,mid,76
E66,Himachal Pradesh,Low,2025,1,1631.0,0.0826,0.281,0.3803,548.0,4.04,140.0,0,population_exposed,1631.0,1745.0434528263875,-0.0675661044020246,-0.06533406963909263,-0.07342734275983545,True,False,mid,77
E98,Maharashtra,High,2024,1,2766.0,0.1177,0.4336,0.5797,5920.0,14.16,25.0,0,population_exposed,2766.0,2934.9582479001983,-0.059280589900285674,-0.05755770856970148,-0.06451275876576562,True,False,mid,78
E36,Bihar,Low,2022,0,5796.0,0.4502,0.6046,0.7096,36725.0,26.39,2035.0,0,population_exposed,5796.0,6011.379165351875,-0.03648308565022267,-0.03582559798241727,-0.03985380150958357,True,False,mid,79
E58,Haryana,High,2023,1,6126.0,0.2005,0.5073,0.592,9244.0,13.16,62.0,0,population_exposed,6126.0,6292.357014846113,-0.02679155857723592,-0.02643584861037835,-0.0293139496557279,True,False,mid,80
E167,West Bengal,Middle,2021,1,5121.0,0.361,0.5619,0.4986,5916.0,5.24,1282.0,0,population_exposed,5121.0,5147.017513204221,-0.005067197293335657,-0.0050543807301714865,-0.005564304926536022,True,False,mid,81
E31,Assam,Low,2024,0,3690.0,0.2589,0.5041,0.6771,13576.0,29.18,48.0,0,population_exposed,3690.0,3702.7062511131485,-0.003437048535651172,-0.003431148676946073,-0.003775228682905832,True,False,mid,82
E80,Kerala,Middle,2021,0,3445.0,0.1431,0.4542,0.604,12259.0,13.19,39.0,0,population_exposed,3445.0,3356.28199272874,0.02608625702556326,0.02642948170230232,0.028794480452086407,False,True,mid,83
E118,Punjab,Middle,2019,1,10302.0,0.3748,0.6098,0.433,2285.0,3.69,1900.0,0,population_exposed,10302.0,9921.759435922322,0.037605923150751196,0.038321973640786024,0.04159113976705832,False,True,mid,84
E60,Himachal Pradesh,Low,2017,1,1815.0,0.1092,0.4113,0.2224,113.0,0.83,0.0,1,population_exposed,1815.0,1730.364322966069,0.0477400194745076,0.0488979288799595,0.05288649257600765,False,True,mid,85
E130,Tamil Nadu,Middle,2017,0,5189.0,0.1728,0.487,0.4925,3701.0,6.22,21.0,0,population_exposed,5189.0,4908.026528187492,0.05566355274678088,0.05724191804948361,0.06174875440545253,False,True,mid,86
E84,Madhya Pradesh,Low,2018,1,2159.0,0.1121,0.4201,0.4645,1827.0,6.33,0.0,1,population_exposed,2159.0,2011.782784188004,0.0706069222559885,0.07315931016919586,0.07852080674627454,False,True,mid,87
E131,Tamil Nadu,Middle,2019,1,2722.0,0.1254,0.436,0.3108,678.0,1.14,0.0,1,population_exposed,2722.0,2497.803381035682,0.08593872192206309,0.08973955091130732,0.09581974548937303,False,True,mid,88
E48,Gujarat,High,2017,1,8983.0,0.3682,0.5979,0.6175,7395.0,19.72,284.0,0,population_exposed,8983.0,8196.441187494309,0.09162850262708412,0.09595760125362633,0.10226496978793098,False,True,high,89
E141,Uttar Pradesh,Low,2015,1,3005.0,0.1304,0.4426,0.4342,3124.0,3.12,25.0,0,population_exposed,3005.0,2666.8997664835815,0.11933981583550862,0.12675274389111765,0.1338172393422195,False,True,high,90
E11,Himachal Pradesh,Low,2023,1,5696.0,0.1797,0.4949,0.2076,94.0,0.69,1529.0,0,population_exposed,5696.0,4986.395567173898,0.13303836582316517,0.1422938232482243,0.1495284280263918,False,True,high,91
E133,Tamil Nadu,Middle,2021,0,3065.0,0.1246,0.4412,0.5701,6950.0,11.68,14.0,0,population_exposed,3065.0,2627.465205407751,0.15400082763727888,0.16649185522363102,0.1737065549388796,False,True,high,92
E138,Tripura,Low,2024,1,1690.0,0.1103,0.4086,0.158,65.0,0.16,26.0,0,population_exposed,1690.0,1436.796118247486,0.16226069031972964,0.17616682732176084,0.18327651840729017,False,True,high,93
E129,Tamil Nadu,Middle,2016,1,11885.0,0.3435,0.6075,0.7962,39917.0,67.08,0.0,1,population_exposed,11885.0,10043.464461595242,0.16834726674617387,0.18334747675860316,0.19036097375167094,False,True,high,94
E151,Uttar Pradesh,Low,2024,1,4515.0,0.1563,0.4731,0.4934,5237.0,5.23,125.0,0,population_exposed,4515.0,3686.7176122293977,0.20264378370955635,0.22463615725820077,0.23049317631458527,False,True,high,95
E76,Karnataka,High,2023,1,12418.0,0.403,0.6346,0.6213,7380.0,20.61,1529.0,0,population_exposed,12418.0,10012.946719658343,0.21525843456666466,0.24018236184532926,0.24537908087262664,False,True,high,96
E88,Madhya Pradesh,Low,2025,1,1098.0,0.089,0.3819,0.38,880.0,3.05,0.0,1,population_exposed,1098.0,865.7948098553264,0.23747561410970985,0.26804411867625066,0.2717202962367288,False,True,high,97
E87,Madhya Pradesh,Low,2023,1,3638.0,0.1464,0.4582,0.5568,3851.0,13.34,0.0,1,population_exposed,3638.0,2854.5255395808604,0.24249072017456888,0.2744194269270577,0.27772150990825195,False,True,high,98
E146,Uttar Pradesh,Low,2018,1,11678.0,0.3874,0.6238,0.779,49970.0,49.9,504.0,0,population_exposed,11678.0,9076.971523972781,0.25195385718401536,0.2865366719249793,0.28904075637593035,False,True,high,99
E34,Bihar,Low,2020,1,7901.0,0.3316,0.5751,0.3999,2769.0,1.99,1922.0,0,population_exposed,7901.0,5917.877024272704,0.2889903548627324,0.3350788526434039,0.3336743473877419,False,True,high,100
E134,Tamil Nadu,Middle,2023,0,3361.0,0.1298,0.4477,0.199,149.0,0.25,10.0,0,population_exposed,3361.0,2472.8494107810725,0.3068140341211043,0.35908820787529766,0.35535342925690466,False,True,high,101
E73,Karnataka,High,2020,1,8391.0,0.3398,0.5821,0.5182,3269.0,9.13,1922.0,0,population_exposed,8391.0,6077.272746873266,0.3225809844286648,0.38068670174391195,0.3746590502613192,False,True,high,102
E149,Uttar Pradesh,Low,2021,1,3475.0,0.1774,0.4684,0.3438,1292.0,1.29,59.0,0,population_exposed,3475.0,2494.762941253469,0.331344242631831,0.39283919230306363,0.38542236770312277,False,True,high,103
E68,Jammu and Kashmir,Low,2025,1,5095.0,0.1577,0.48,0.9356,76108.0,232.44,98.0,0,population_exposed,5095.0,3637.103721728035,0.3370326506311246,0.40078480328573995,0.39243683420667524,False,True,high,104
E75,Karnataka,High,2021,1,8178.0,0.4123,0.6096,0.6156,7062.0,19.72,1282.0,0,population_exposed,8178.0,5295.0538238197605,0.4346411923989509,0.5444088163287403,0.5149477718701821,False,True,high,105
E64,Himachal Pradesh,Low,2022,0,3988.0,0.4195,0.5725,0.2534,161.0,1.19,2035.0,0,population_exposed,3988.0,2521.804042491706,0.4582424339896462,0.5812923270215636,0.5452034239619782,False,True,high,106
E09,Karnataka,High,2022,1,2110.0,0.1078,0.4173,0.5781,5268.0,14.71,0.0,1,population_exposed,2110.0,1332.4446672130819,0.4595343558730879,0.5833365829928876,0.54685010421653,False,True,high,107
E122,Rajasthan,Low,2017,1,6940.0,0.3342,0.5682,0.2028,114.0,0.47,284.0,0,population_exposed,6940.0,4207.252016603326,0.5004452757497015,0.6494555743558497,0.5999740123015675,False,True,high,108
E150,Uttar Pradesh,Low,2022,1,1931.0,0.1113,0.4149,0.4017,2313.0,2.31,0.0,1,population_exposed,1931.0,1167.9163224904703,0.5026476417395669,0.653092337628784,0.6028215511630626,False,True,high,109
E145,Uttar Pradesh,Low,2018,0,3255.0,0.1279,0.4454,0.3568,1482.0,1.48,0.0,1,population_exposed,3255.0,1945.5055047248406,0.5145670611966113,0.672914097786368,0.6184699929077683,False,True,high,110
E83,Madhya Pradesh,Low,2017,1,5242.0,0.2566,0.5212,0.5723,4356.0,15.09,0.0,1,population_exposed,5242.0,3101.447043389298,0.52476849094892,0.6900675461176463,0.6319115337396944,False,True,high,111
E13,Andhra Pradesh,Middle,2016,1,14409.0,0.4494,0.665,0.6882,11679.0,35.52,0.0,1,population_exposed,14409.0,8248.959324393447,0.5577400495213101,0.7467205358181661,0.6756742449004194,False,True,high,112
E72,Karnataka,High,2019,1,18118.0,0.5035,0.7067,0.5064,2972.0,8.3,1900.0,0,population_exposed,18118.0,10348.241332502292,0.5600686138013222,0.7507926255885703,0.6787854285836329,False,True,high,113
E91,Maharashtra,High,2017,1,7701.0,0.1981,0.5198,0.4686,2408.0,5.76,14.0,0,population_exposed,7701.0,4314.363474817404,0.5793494307190461,0.784876872161872,0.7046275618610498,False,True,high,114
E144,Uttar Pradesh,Low,2017,1,16660.0,0.4491,0.6772,0.5514,8462.0,8.45,514.0,0,population_exposed,16660.0,9190.222641608332,0.5948460815449301,0.8127519087159033,0.7255441103594321,False,True,high,115
E96,Maharashtra,High,2021,1,4766.0,0.1995,0.4932,0.4114,1472.0,3.52,59.0,0,population_exposed,4766.0,2547.389283885259,0.6263469983499926,0.8707641940592792,0.7683952778163728,False,True,high,116
E148,Uttar Pradesh,Low,2020,0,11906.0,0.4352,0.6444,0.4648,4096.0,4.09,1922.0,0,population_exposed,11906.0,6300.743928152343,0.6363374066617745,0.889547548611962,0.7821105232458547,False,True,high,117
E78,Kerala,Middle,2020,1,8045.0,0.334,0.5772,0.2364,316.0,0.34,1922.0,0,population_exposed,8045.0,4181.990273954388,0.654206100455302,0.9236147607336561,0.8067340663471035,False,True,high,118
E140,Uttar Pradesh,Low,2015,0,3681.0,0.1387,0.4557,0.5252,6830.0,6.82,0.0,1,population_exposed,3681.0,1812.775835069463,0.7081852147310203,1.030303387837281,0.8821062593968209,False,True,high,119
E97,Maharashtra,High,2023,1,20891.0,0.5421,0.7361,0.6174,7953.0,19.02,1529.0,0,population_exposed,20891.0,10133.571456993905,0.723439219439888,1.0615110226675313,0.9037210123995887,False,True,high,120
E53,Gujarat,High,2022,0,7654.0,0.4813,0.6333,0.4336,1669.0,4.45,2035.0,0,population_exposed,7654.0,3664.300426196832,0.736519830304906,1.0886539912012632,0.9223115729418424,False,True,high,121
E42,Delhi,High,2023,1,33940.0,0.7552,0.8797,0.647,110484.0,7.36,1529.0,0,population_exposed,33940.0,15444.942181363036,0.7872950361984928,1.1974443729843236,0.9954104332207815,False,True,high,122
E86,Madhya Pradesh,Low,2022,0,8173.0,0.49,0.6408,0.4519,1645.0,5.7,2035.0,0,population_exposed,8173.0,3655.8146708414597,0.8044414941160122,1.235447650996554,1.020388279126203,False,True,high,123
E95,Maharashtra,High,2020,1,19382.0,0.5208,0.72,0.7303,18978.0,45.39,1922.0,0,population_exposed,19382.0,8054.3607855388145,0.8780948636185036,1.4063109888406835,1.1296267639616517,False,True,high,124
E112,Odisha,Low,2015,1,1999.0,0.1616,0.4366,0.1386,42.0,0.14,0.0,1,population_exposed,1999.0,805.0404387546098,0.9091390236343823,1.482184796445253,1.1764808195621386,False,True,high,125
E05,Maharashtra,High,2021,1,4504.0,0.1527,0.4715,0.5206,3692.0,8.83,0.0,1,population_exposed,4504.0,1552.2928626327684,1.0650217406970464,1.900902149553571,1.4209667315712338,False,True,high,126
