boundary_year,decision,district,event_rows,evidence,historical_boundary_verified,method,note,reference_name,shape_id,state,state_overlap
2021,accepted_reference_boundary,Chamarajanagar,1,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,exact_or_spacing,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Chamarajanagar,76128533B16628456658675,Karnataka,0.9787552337927573
2021,accepted_reference_boundary,Chikkamagaluru,5,https://assets.publishing.service.gov.uk/media/5a7e0e2d40f0b62305b80813/Karnataka_State_India_Name_Changes_20141112.pdf,False,census_label_alias,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Chikmagalur,76128533B15550697205080,Karnataka,0.9999999999999989
2021,accepted_reference_boundary,Dakshina Kannada,2,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,exact_or_spacing,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Dakshina Kannada,76128533B54396396829952,Karnataka,0.9964914921693315
2021,accepted_reference_boundary,Kalaburagi,1,https://assets.publishing.service.gov.uk/media/5a7e0e2d40f0b62305b80813/Karnataka_State_India_Name_Changes_20141112.pdf,False,census_label_alias,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Gulbarga,76128533B1083016608278,Karnataka,0.9970720968441202
2021,accepted_reference_boundary,Mysuru,1,https://assets.publishing.service.gov.uk/media/5a7e0e2d40f0b62305b80813/Karnataka_State_India_Name_Changes_20141112.pdf,False,census_label_alias,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Mysore,76128533B95879808095476,Karnataka,0.9845095188871287
2021,accepted_reference_boundary,Shivamogga,5,https://assets.publishing.service.gov.uk/media/5a7e0e2d40f0b62305b80813/Karnataka_State_India_Name_Changes_20141112.pdf,False,census_label_alias,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Shimoga,76128533B85389886560116,Karnataka,1.0000000000000029
2021,accepted_reference_boundary,Uttara Kannada,4,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,exact_or_spacing,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Uttara Kannada,76128533B79180273895456,Karnataka,0.9985631329874073
2021,accepted_reference_boundary,Vijayapura,3,https://assets.publishing.service.gov.uk/media/5a7e0e2d40f0b62305b80813/Karnataka_State_India_Name_Changes_20141112.pdf,False,census_label_alias,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Bijapur,76128533B40495457052818,Karnataka,0.9976921875388565
2021,accepted_reference_boundary,Yadgir,2,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,exact_or_spacing,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Yadgir,76128533B84927972855096,Karnataka,0.9975184400667977
2021,unresolved,Chengannur,1,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,exact_or_spacing,"Town/taluk, not a district; do not substitute Alappuzha district.",Chengannur,,Kerala,
2021,accepted_reference_boundary,Pathanamthitta,5,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,exact_or_spacing,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Pathanamthitta,76128533B29330052395581,Kerala,0.9987322444407257
2021,accepted_reference_boundary,Agar Malwa,1,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,reviewed_alias,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Agar,76128533B29721759389119,Madhya Pradesh,0.990497407645692
2021,accepted_reference_boundary,Alirajpur,2,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,exact_or_spacing,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Alirajpur,76128533B35167844027544,Madhya Pradesh,0.9968504130814592
2021,accepted_reference_boundary,Khandwa,1,https://censusindia.gov.in/nada/index.php/catalog/42557,False,census_label_alias,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Khandwa (East Nimar),76128533B71271011331008,Madhya Pradesh,0.9997915835132077
2021,accepted_reference_boundary,Khargone,1,https://censusindia.gov.in/nada/index.php/catalog/42557,False,census_label_alias,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Khargone (West Nimar),76128533B69481535535995,Madhya Pradesh,0.9999907019167593
2021,accepted_reference_boundary,Narmadapuram,3,https://narmadapuram.nic.in/en/notice/regarding-changing-the-name-of-hoshangabad-city-and-district-to-narmadapuram/,False,reviewed_alias,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Hoshangabad,76128533B45314020251888,Madhya Pradesh,0.9999999999999989
2021,accepted_reference_boundary,Singrauli,1,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,exact_or_spacing,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Singrauli,76128533B50014751336341,Madhya Pradesh,0.9897022429521227
2021,accepted_reference_boundary,Ahilyanagar,1,https://rdd.maharashtra.gov.in/en/document/notification-regarding-changing-the-name-of-ahmednagar-to-ahilyanagar/,False,reviewed_alias,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Ahmadnagar,76128533B47816398970283,Maharashtra,1.000000000000003
2021,accepted_reference_boundary,Beed,1,https://censusindia.gov.in/nada/index.php/catalog/42557,False,census_label_alias,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Bid,76128533B5215906594478,Maharashtra,0.9999999999999993
2021,accepted_reference_boundary,Buldhana,1,https://censusindia.gov.in/nada/index.php/catalog/42557,False,census_label_alias,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Buldana,76128533B70021405538438,Maharashtra,0.9986329300169222
2021,accepted_reference_boundary,Gadchiroli,2,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,exact_or_spacing,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Gadchiroli,76128533B36958871695926,Maharashtra,0.9945141290003748
2021,accepted_reference_boundary,Gondia,2,https://censusindia.gov.in/nada/index.php/catalog/42557,False,census_label_alias,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Gondiya,76128533B76286653784168,Maharashtra,0.9971752523190285
